Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL
50.135.3,FALSE,FALSE,TRUE,437322,European Paintings,1950,Painting,Portrait of a Woman,,,,,,Artist,,Piero del Pollaiuolo (Piero di Jacopo Benci),"Italian, Florence 1441/42–1485/96 Rome",,"Pollaiuolo, Piero del (Piero di Jacopo Benci)",Italian,1441,1496,,http://vocab.getty.edu/page/ulan/500011428,https://www.wikidata.org/wiki/Q707046,ca. 1480,1475,1485,Tempera on wood,19 1/4 x 13 7/8 in. (48.9 x 35.2 cm),"Bequest of Edward S. Harkness, 1940",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437322,https://www.wikidata.org/wiki/Q19911918,,"Metropolitan Museum of Art, New York, NY",Profiles|Women|Portraits,http://vocab.getty.edu/page/aat/300123319|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300015637
1981.318,FALSE,FALSE,TRUE,437323,European Paintings,1981,Painting,A Brazilian Landscape,,,,,,Artist,,Frans Post,"Dutch, Haarlem 1612–1680 Haarlem",,"Post, Frans",Dutch,1612,1680,,http://vocab.getty.edu/page/ulan/500017077,https://www.wikidata.org/wiki/Q577489,1650,1650,1650,Oil on wood,24 x 36 in. (61 x 91.4 cm),"Purchase, Rogers Fund, special funds, James S. Deely Gift, and Gift of Edna H. Sachs and other gifts and bequests, by exchange, 1981",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437323,https://www.wikidata.org/wiki/Q19906272,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294
39.143,FALSE,FALSE,TRUE,437324,European Paintings,1939,Painting,Portrait of a Young Woman,,,,,,Artist|Artist,?,Pieter Jansz. Pourbus|Pieter Jansz. Pourbus,"Netherlandish, Gouda? 1524–1584 Bruges|Netherlandish, Gouda? 1524–1584 Bruges",,"Pourbus, Pieter Jansz.|Pourbus, Pieter Jansz.",Netherlandish|Netherlandish,1524      |1524      ,1584      |1584      ,|,http://vocab.getty.edu/page/ulan/500011430|http://vocab.getty.edu/page/ulan/500011430,https://www.wikidata.org/wiki/Q981558|https://www.wikidata.org/wiki/Q981558,,1544,1584,Oil on wood,15 1/2 x 12 1/2 in. (39.4 x 31.8 cm),"Charles B. Curtis Fund, 1939",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437324,https://www.wikidata.org/wiki/Q19913156,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
25.110.21,FALSE,FALSE,TRUE,437325,European Paintings,1925,Painting,"Margherita Gonzaga (1591–1632), Princess of Mantua",,,,,,Artist,,Frans Pourbus the Younger,"Netherlandish, Antwerp 1569–1622 Paris",,"Pourbus, Frans, the Younger",Netherlandish,1569,1622,,http://vocab.getty.edu/page/ulan/500008791,https://www.wikidata.org/wiki/Q934540,,1589,1622,Oil on canvas,"36 1/2 × 27 1/4 in. (92.7 × 69.2 cm)
","Bequest of Collis P. Huntington, 1900",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437325,https://www.wikidata.org/wiki/Q19912649,,"Metropolitan Museum of Art, New York, NY",Princesses|Portraits|Women,http://vocab.getty.edu/page/aat/300155241|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
24.45.1,TRUE,TRUE,TRUE,437326,European Paintings,1924,Painting,Blind Orion Searching for the Rising Sun,,,,,,Artist,,Nicolas Poussin,"French, Les Andelys 1594–1665 Rome",,"Poussin, Nicolas",French,1594,1665,,http://vocab.getty.edu/page/ulan/500005036,https://www.wikidata.org/wiki/Q41554,1658,1658,1658,Oil on canvas,46 7/8 x 72 in. (119.1 x 182.9 cm),"Fletcher Fund, 1924",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437326,https://www.wikidata.org/wiki/Q19911450,,"Metropolitan Museum of Art, New York, NY",Orion|Diana|Landscapes,http://vocab.getty.edu/page/ia/901000118|http://vocab.getty.edu/page/aat/300132294
1977.1.2,FALSE,TRUE,TRUE,437327,European Paintings,1977,Painting,The Companions of Rinaldo,,,,,,Artist,,Nicolas Poussin,"French, Les Andelys 1594–1665 Rome",,"Poussin, Nicolas",French,1594,1665,,http://vocab.getty.edu/page/ulan/500005036,https://www.wikidata.org/wiki/Q41554,ca. 1633,1628,1638,Oil on canvas,46 1/2 x 40 1/4 in. (118.1 x 102.2 cm),"Gift of Mr. and Mrs. Charles Wrightsman, 1977",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437327,https://www.wikidata.org/wiki/Q20167018,,"Metropolitan Museum of Art, New York, NY",Shields|Swords|Dragons|Men,http://vocab.getty.edu/page/aat/300036869|http://vocab.getty.edu/page/aat/300037048|http://vocab.getty.edu/page/aat/300375726|http://vocab.getty.edu/page/aat/300025928
71.56,FALSE,TRUE,TRUE,437328,European Paintings,1871,Painting,Midas Washing at the Source of the Pactolus,,,,,,Artist,,Nicolas Poussin,"French, Les Andelys 1594–1665 Rome",,"Poussin, Nicolas",French,1594,1665,,http://vocab.getty.edu/page/ulan/500005036,https://www.wikidata.org/wiki/Q41554,ca. 1627,1622,1632,Oil on canvas,38 3/8 x 28 5/8 in. (97.5 x 72.7 cm),"Purchase, 1871",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437328,https://www.wikidata.org/wiki/Q19911476,,"Metropolitan Museum of Art, New York, NY",Children|Men|Midas|Rivers,http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901001406|http://vocab.getty.edu/page/aat/300008707
46.16,TRUE,TRUE,TRUE,437329,European Paintings,1946,Painting,The Abduction of the Sabine Women,,,,,,Artist,,Nicolas Poussin,"French, Les Andelys 1594–1665 Rome",,"Poussin, Nicolas",French,1594,1665,,http://vocab.getty.edu/page/ulan/500005036,https://www.wikidata.org/wiki/Q41554,probably 1633–34,1633,1634,Oil on canvas,60 7/8 x 82 5/8 in. (154.6 x 209.9 cm),"Harris Brisbane Dick Fund, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437329,https://www.wikidata.org/wiki/Q19911410,,"Metropolitan Museum of Art, New York, NY",Suffering|Children|Men|Women|Horses,http://vocab.getty.edu/page/aat/300055184|http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250148
24.45.2,FALSE,TRUE,TRUE,437330,European Paintings,1924,Painting,Saints Peter and John Healing the Lame Man,,,,,,Artist,,Nicolas Poussin,"French, Les Andelys 1594–1665 Rome",,"Poussin, Nicolas",French,1594,1665,,http://vocab.getty.edu/page/ulan/500005036,https://www.wikidata.org/wiki/Q41554,1655,1655,1655,Oil on canvas,49 1/2 x 65 in. (125.7 x 165.1 cm),"Marquand Fund, 1924",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437330,https://www.wikidata.org/wiki/Q19911493,,"Metropolitan Museum of Art, New York, NY",Men|Saint Peter|Saint John the Evangelist,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000056|http://vocab.getty.edu/page/ia/901001171
29.100.20,FALSE,FALSE,TRUE,437331,European Paintings,1929,Painting,Orpheus and Eurydice,,,,,,Artist,Style of,Nicolas Poussin,"French, third quarter 17th century",,"Poussin, Nicolas",French,1594,1665,,http://vocab.getty.edu/page/ulan/500005036,https://www.wikidata.org/wiki/Q41554,,1650,1674,Oil on canvas,47 1/2 x 70 3/4 in. (120.7 x 179.7 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437331,https://www.wikidata.org/wiki/Q20167172,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Orpheus|Forests,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/ia/901000392|http://vocab.getty.edu/page/aat/300387598
91.26.5,FALSE,TRUE,TRUE,437332,European Paintings,1891,Painting,Girl with Cherries,,,,,,Artist,Attributed to,Marco d'Oggiono,"Italian, Milan ca. 1467–1524 Milan",,"d'Oggiono, Marco",,1462,1524,,http://vocab.getty.edu/page/ulan/500019724,https://www.wikidata.org/wiki/Q982274,ca. 1491–95,1491,1495,Oil on wood,19 1/4 x 14 3/4 in. (48.9 x 37.5 cm),"Marquand Collection, Gift of Henry G. Marquand, 1890",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437332,https://www.wikidata.org/wiki/Q19912037,,"Metropolitan Museum of Art, New York, NY",Cherries|Girls|Portraits,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300015637
1978.402,FALSE,TRUE,TRUE,437333,European Paintings,1978,Painting,Pilate Washing His Hands,,,,,,Artist,,Mattia Preti (Il Cavalier Calabrese),"Italian, Taverna 1613–1699 Valletta",,"Preti, Mattia (Il Cavalier Calabrese)",Italian,1613,1699,,http://vocab.getty.edu/page/ulan/500012806,https://www.wikidata.org/wiki/Q468632,1663,1663,1663,Oil on canvas,81 1/8 x 72 3/4 in. (206.1 x 184.8 cm),"Purchase, Gift of J. Pierpont Morgan and Bequest of Helena W. Charlton, by exchange, Gwynne Andrews, Marquand, Rogers, Victor Wilbour Memorial, and The Alfred N. Punnett Endowment Funds, and funds given or bequeathed by friends of the Museum, 1978",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437333,https://www.wikidata.org/wiki/Q19906271,,"Metropolitan Museum of Art, New York, NY",Washing|Men|Christ,http://vocab.getty.edu/page/aat/300053042|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000087
1979.209,FALSE,TRUE,TRUE,437336,European Paintings,1979,Painting,Madonna and Child with Saints Francis and Dominic and Angels,,,,,,Artist,,Giulio Cesare Procaccini,"Italian, Bologna 1574–1625 Milan",,"Procaccini, Giulio Cesare",Italian,1574,1625,,http://vocab.getty.edu/page/ulan/500017888,https://www.wikidata.org/wiki/Q1119589,,1594,1625,Oil on canvas,101 1/8 x 56 3/8 in. (256.9 x 143.2 cm),"Purchase, Enid A. Haupt Gift, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437336,https://www.wikidata.org/wiki/Q19905371,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saints|Angels,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300379004
1976.201.17,FALSE,FALSE,TRUE,437337,European Paintings,1976,Painting,Virgin and Child,,,,,,Artist,,Jan Provost,"Netherlandish, Mons (Bergen) ca. 1465–1529 Bruges",,"Provost, Jan",Netherlandish,1460,1529,,http://vocab.getty.edu/page/ulan/500022669,https://www.wikidata.org/wiki/Q672255,ca. 1495–1500,1495,1500,Oil on wood,Overall 12 1/4 x 6 3/4 in. (31.1 x 17.1 cm); painted surface 11 3/4 x 6 1/8 in. (29.8 x 15.6 cm),"Bequest of Joan Whitney Payson, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437337,https://www.wikidata.org/wiki/Q19912415,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Angels,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300379004
1982.60.21,FALSE,FALSE,TRUE,437338,European Paintings,1982,Painting,The Crucifixion,,,,,,Artist,Attributed to,Jan Provost,"Netherlandish, Mons (Bergen) ca. 1465–1529 Bruges",,"Provost, Jan",Netherlandish,1460,1529,,http://vocab.getty.edu/page/ulan/500022669,https://www.wikidata.org/wiki/Q672255,ca. 1495,1490,1500,Oil on wood,Overall 13 1/8 x 10 3/4 in. (33.3 x 27.3 cm); painted surface 12 5/8 x 10 1/4 in. (32.1 x 26 cm),"The Jack and Belle Linsky Collection, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437338,https://www.wikidata.org/wiki/Q19912928,,"Metropolitan Museum of Art, New York, NY",Bedrooms|Mary Magdalene|Saint John the Evangelist|Annunciation|Men|Women|Crucifixion|Christ|Virgin Mary,http://vocab.getty.edu/page/aat/300004364|http://vocab.getty.edu/page/ia/901000161|http://vocab.getty.edu/page/ia/901001171|http://vocab.getty.edu/page/aat/300412102|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032
25.110.14,FALSE,TRUE,TRUE,437339,European Paintings,1925,Painting,Andromache and Astyanax,,,,,,Artist|Artist,completed by,Pierre Paul Prud'hon|Charles Pompée Le Boulanger de Boisfrémont,"French, Cluny 1758–1823 Paris|French, Rouen 1773–1838 Paris",,"Prud'hon, Pierre Paul",French|French,1758      |1773      ,1823      |1838      ,|,http://vocab.getty.edu/page/ulan/500003716|http://vocab.getty.edu/page/ulan/500005088,https://www.wikidata.org/wiki/Q469056|,?1813–17; 1823–24?,1813,1824,Oil on canvas,52 x 67 1/8 in. (132.1 x 170.5 cm),"Bequest of Collis P. Huntington, 1900",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437339,https://www.wikidata.org/wiki/Q19905102,,"Metropolitan Museum of Art, New York, NY",Boys|Men|Women|Andromache,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000596
1994.19,FALSE,TRUE,TRUE,437340,European Paintings,1994,Painting,"Charles Maurice de Talleyrand Périgord (1754–1838), Prince de Talleyrand",,,,,,Artist,,Pierre Paul Prud'hon,"French, Cluny 1758–1823 Paris",,"Prud'hon, Pierre Paul",French,1758,1823,,http://vocab.getty.edu/page/ulan/500003716,https://www.wikidata.org/wiki/Q469056,1817,1817,1817,Oil on canvas,85 x 55 7/8 in. (215.9 x 141.9 cm),"Purchase, Mrs. Charles Wrightsman Gift, in memory of Jacqueline Bouvier Kennedy Onassis, 1994",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437340,https://www.wikidata.org/wiki/Q19905232,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
1984.74,FALSE,TRUE,TRUE,437342,European Paintings,1984,Painting,The Lamentation,,,,,,Artist,,Scipione Pulzone (Il Gaetano),"Italian, Gaeta, active by 1569–died 1598 Rome",,"Pulzone, Scipione (Il Gaetano)",Italian,1569,1598,,http://vocab.getty.edu/page/ulan/500015262,https://www.wikidata.org/wiki/Q2632216,1593,1593,1593,Oil on canvas,114 x 68 in. (289.6 x 172.7 cm),"Purchase, Anonymous Gift, in memory of Terence Cardinal Cooke, 1984",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437342,https://www.wikidata.org/wiki/Q19911628,,"Metropolitan Museum of Art, New York, NY",Sadness|Suffering|Mary Magdalene|Saint John the Evangelist|Lamentation|Death|Christ|Virgin Mary,http://vocab.getty.edu/page/aat/300055166|http://vocab.getty.edu/page/aat/300055184|http://vocab.getty.edu/page/ia/901000161|http://vocab.getty.edu/page/ia/901001171|http://vocab.getty.edu/page/ia/901001196|http://vocab.getty.edu/page/aat/300151836|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032
29.100.117,FALSE,FALSE,TRUE,437343,European Paintings,1929,Painting,The Allegory of the Sorbonne,,,,,,Artist,,Pierre Puvis de Chavannes,"French, Lyons 1824–1898 Paris",,"Puvis de Chavannes, Pierre",French,1824,1898,,http://vocab.getty.edu/page/ulan/500008870,https://www.wikidata.org/wiki/Q216873,1889,1889,1889,Oil on canvas,32 5/8 x 180 1/4 in. (82.9 x 457.8 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437343,https://www.wikidata.org/wiki/Q19912651,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943
6.177,TRUE,TRUE,TRUE,437344,European Paintings,1906,Painting,The Shepherd's Song,,,,,,Artist,,Pierre Puvis de Chavannes,"French, Lyons 1824–1898 Paris",,"Puvis de Chavannes, Pierre",French,1824,1898,,http://vocab.getty.edu/page/ulan/500008870,https://www.wikidata.org/wiki/Q216873,1891,1891,1891,Oil on canvas,41 1/8 x 43 1/4 in. (104.5 x 109.9 cm),"Rogers Fund, 1906",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437344,https://www.wikidata.org/wiki/Q19905165,,"Metropolitan Museum of Art, New York, NY",Men|Sheep|Shepherds|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250284|http://vocab.getty.edu/page/aat/300025617|http://vocab.getty.edu/page/aat/300025943
58.15.2,FALSE,TRUE,TRUE,437346,European Paintings,1958,Painting,Inter artes et naturam (Between Art and Nature),,,,,,Artist,,Pierre Puvis de Chavannes,"French, Lyons 1824–1898 Paris",,"Puvis de Chavannes, Pierre",French,1824,1898,,http://vocab.getty.edu/page/ulan/500008870,https://www.wikidata.org/wiki/Q216873,ca. 1890–95,1885,1900,Oil on canvas,15 7/8 x 44 3/4 in. (40.3 x 113.7 cm),"Gift of Mrs. Harry Payne Bingham, 1958",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437346,https://www.wikidata.org/wiki/Q19912038,,"Metropolitan Museum of Art, New York, NY",Children|Men|Women|Working,http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300412186
58.15.1,FALSE,FALSE,TRUE,437347,European Paintings,1958,Painting,Ludus pro patria (Patriotic Games),,,,,,Artist,,Pierre Puvis de Chavannes,"French, Lyons 1824–1898 Paris",,"Puvis de Chavannes, Pierre",French,1824,1898,,http://vocab.getty.edu/page/ulan/500008870,https://www.wikidata.org/wiki/Q216873,ca. 1883–89,1878,1894,Oil on canvas,13 1/8 x 52 7/8 in. (33.3 x 134.3 cm),"Gift of Mrs. Harry Payne Bingham, 1958",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437347,https://www.wikidata.org/wiki/Q19912429,,"Metropolitan Museum of Art, New York, NY",Men|Female Nudes|Sports|Landscapes|Athletes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300222725|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300236025
30.95.253,FALSE,FALSE,TRUE,437349,European Paintings,1930,Painting,Sleep,,,,,,Artist,,Pierre Puvis de Chavannes,"French, Lyons 1824–1898 Paris",,"Puvis de Chavannes, Pierre",French,1824,1898,,http://vocab.getty.edu/page/ulan/500008870,https://www.wikidata.org/wiki/Q216873,ca. 1867–70,1867,1870,Oil on canvas,26 1/8 x 41 3/4 in. (66.4 x 106 cm),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437349,https://www.wikidata.org/wiki/Q19905293,,"Metropolitan Museum of Art, New York, NY",Men|Women|Sleeping,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300375130
30.2,FALSE,FALSE,TRUE,437350,European Paintings,1930,Painting,Tamaris,,,,,,Artist,,Pierre Puvis de Chavannes,"French, Lyons 1824–1898 Paris",,"Puvis de Chavannes, Pierre",French,1824,1898,,http://vocab.getty.edu/page/ulan/500008870,https://www.wikidata.org/wiki/Q216873,ca. 1886–87,1886,1887,Oil on canvas,10 x 15 1/2 in. (25.4 x 39.4 cm),"H. O. Havemeyer Collection, Gift of Mrs. J. Watson Webb, 1930",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437350,https://www.wikidata.org/wiki/Q19913000,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568
1971.255,FALSE,FALSE,TRUE,437351,European Paintings,1971,Painting,Paul and Barnabas at Lystra,,,,,,Artist,,Jacob Pynas,"Dutch, Amsterdam 1592/93–after 1650 Amsterdam (?)",,"Pynas, Jacob",Dutch,1592,1650,,http://vocab.getty.edu/page/ulan/500006481,https://www.wikidata.org/wiki/Q221131,,1605,1650,Oil on wood,19 x 28 7/8 in. (48.3 x 73.3 cm),"Gift of Emile E. Wolf, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437351,https://www.wikidata.org/wiki/Q19912282,,"Metropolitan Museum of Art, New York, NY",Men|Women|Roosters,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300380127
1973.155.1,FALSE,FALSE,TRUE,437352,European Paintings,1973,Painting,A Party of Merrymakers,,,,,,Artist,,Pieter Jansz. Quast,"Dutch, Amsterdam (?) 1605/6–1647 Amsterdam",,"Quast, Pieter Jansz.",Dutch,1605,1647,,http://vocab.getty.edu/page/ulan/500016042,https://www.wikidata.org/wiki/Q874537,ca. 1635–38,1635,1638,Oil on wood,14 3/4 x 19 1/2 in. (37.5 x 49.5 cm),"Bequest of Josephine Bieber, in memory of her husband, Siegfried Bieber, 1970",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437352,https://www.wikidata.org/wiki/Q19905297,,"Metropolitan Museum of Art, New York, NY",Men|Women|Party|Interiors|Drinking,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300069614|http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300379698
62.122.73,FALSE,FALSE,TRUE,437353,European Paintings,1962,"Painting, miniature",Portrait of a Man,,,,,,Artist,,Edme Quenedey,"French, Riceys-le-Haut (Aube) 1756–1830 Paris",,"Quenedey, Edme",French,1756,1830,,http://vocab.getty.edu/page/ulan/500042478,https://www.wikidata.org/wiki/Q1285488,ca. 1780,1775,1785,Ivory,Diameter 2 in. (49 mm),"Bequest of Millie Bruhl Fredrick, 1962",,,,,,,,,,,,Miniatures,,http://www.metmuseum.org/art/collection/search/437353,https://www.wikidata.org/wiki/Q19913930,,"Metropolitan Museum of Art, New York, NY",Men|Profiles|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319|http://vocab.getty.edu/page/aat/300015637
50.145.31,FALSE,FALSE,TRUE,437354,European Paintings,1950,Painting,The Drummond Children,,,,,,Artist,,Sir Henry Raeburn,"British, Stockbridge, Scotland 1756–1823 Edinburgh, Scotland",,"Raeburn, Henry, Sir","British, Scottish",1756,1923,,http://vocab.getty.edu/page/ulan/500032325,https://www.wikidata.org/wiki/Q561916,ca. 1808–9,1808,1809,Oil on canvas,94 1/4 x 60 1/4 in. (239.4 x 153 cm),"Bequest of Mary Stillman Harkness, 1950",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437354,https://www.wikidata.org/wiki/Q19905236,,"Metropolitan Museum of Art, New York, NY",Boys|Girls|Horse Riding|Portraits,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300249313|http://vocab.getty.edu/page/aat/300015637
49.142,FALSE,FALSE,TRUE,437355,European Paintings,1949,Painting,George Harley Drummond (1783–1855),,,,,,Artist,,Sir Henry Raeburn,"British, Stockbridge, Scotland 1756–1823 Edinburgh, Scotland",,"Raeburn, Henry, Sir","British, Scottish",1756,1923,,http://vocab.getty.edu/page/ulan/500032325,https://www.wikidata.org/wiki/Q561916,ca. 1808–9,1808,1809,Oil on canvas,94 1/4 x 58 in. (239.4 x 147.3 cm),"Gift of Mrs. Guy Fairfax Cary, in memory of her mother, Mrs. Burke Roche, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437355,https://www.wikidata.org/wiki/Q19912630,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Horses,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300250148
60.94.1,FALSE,FALSE,TRUE,437356,European Paintings,1960,Painting,Alexander Maconochie (1777–1861) of Meadowbank,,,,,,Artist,,Sir Henry Raeburn,"British, Stockbridge, Scotland 1756–1823 Edinburgh, Scotland",,"Raeburn, Henry, Sir","British, Scottish",1756,1923,,http://vocab.getty.edu/page/ulan/500032325,https://www.wikidata.org/wiki/Q561916,,1776,1823,Oil on canvas,30 1/4 x 25 in. (76.8 x 63.5 cm),"Gift of William P. Clyde, 1960",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437356,https://www.wikidata.org/wiki/Q19913299,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
65.181.13,FALSE,FALSE,TRUE,437357,European Paintings,1965,Painting,James Johnston of Straiton (died 1841),,,,,,Artist,,Sir Henry Raeburn,"British, Stockbridge, Scotland 1756–1823 Edinburgh, Scotland",,"Raeburn, Henry, Sir","British, Scottish",1756,1923,,http://vocab.getty.edu/page/ulan/500032325,https://www.wikidata.org/wiki/Q561916,,1776,1823,Oil on canvas,35 1/4 x 27 1/4 in. (89.5 x 69.2 cm),"Bequest of Adele L. Lehman, in memory of Arthur Lehman, 1965",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437357,https://www.wikidata.org/wiki/Q19912938,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
46.13.5,FALSE,FALSE,TRUE,437358,European Paintings,1946,Painting,Janet Law,,,,,,Artist,,Sir Henry Raeburn,"British, Stockbridge, Scotland 1756–1823 Edinburgh, Scotland",,"Raeburn, Henry, Sir","British, Scottish",1756,1923,,http://vocab.getty.edu/page/ulan/500032325,https://www.wikidata.org/wiki/Q561916,,1776,1823,Oil on canvas,35 1/4 x 27 1/4 in. (89.5 x 69.2 cm),"Bequest of Helen Swift Neilson, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437358,https://www.wikidata.org/wiki/Q19914261,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
